KY_CD,PD_CD,CRM_ATPT_CPTD_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURISDICTION_CODE,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,BORO_NM
359,749.0,2,3,1,1,0.0,3,3,1,3,1,1,1
105,396.0,2,1,1,30,0.0,2,3,1,6,7,4,1
109,420.0,2,1,1,1,0.0,6,7,3,2,7,2,2
361,639.0,2,3,1,6,0.0,6,4,2,3,4,1,4
359,749.0,2,3,1,14,0.0,4,2,1,4,2,2,1
352,205.0,2,3,1,1,0.0,2,1,2,4,3,1,2
578,638.0,2,2,3,8,0.0,6,7,3,4,1,2,2
578,638.0,2,2,1,2,2.0,6,3,1,3,3,1,1
578,638.0,2,2,3,17,0.0,6,1,2,3,1,1,4
105,386.0,2,1,1,1,0.0,3,3,1,4,2,1,1
344,101.0,2,3,2,8,0.0,3,2,1,3,2,2,2
361,639.0,2,3,1,2,2.0,3,1,2,3,1,1,4
578,638.0,2,2,1,17,0.0,5,2,1,4,1,2,2
344,101.0,2,3,1,1,0.0,3,3,1,3,3,1,3
233,681.0,2,3,3,8,0.0,2,3,1,2,3,1,1
107,221.0,2,1,3,6,0.0,6,7,3,3,3,1,2
109,433.0,2,1,1,25,0.0,3,1,1,6,7,4,2
233,170.0,2,3,1,7,0.0,2,3,1,1,1,1,3
361,639.0,2,3,1,23,0.0,2,3,1,2,3,1,3
340,707.0,2,3,3,8,0.0,3,2,1,6,7,3,3
578,638.0,2,2,1,1,0.0,5,2,1,3,2,2,2
341,313.0,2,3,1,2,2.0,6,7,3,4,1,2,3
578,638.0,2,2,4,19,0.0,6,7,3,1,6,2,5
361,639.0,2,3,1,6,0.0,3,2,1,3,2,1,5
361,639.0,2,3,1,6,0.0,6,2,1,3,1,2,1
106,109.0,2,1,1,1,0.0,2,3,2,2,3,1,2
106,109.0,2,1,1,1,0.0,4,7,1,3,2,2,3
341,338.0,2,3,1,26,0.0,6,7,3,3,2,1,3
344,101.0,2,3,2,8,0.0,3,3,1,3,3,1,2
578,637.0,2,2,1,25,0.0,6,3,1,2,1,2,4
341,339.0,2,3,3,5,0.0,6,3,1,6,7,4,4
344,101.0,2,3,1,1,0.0,2,3,1,3,3,1,2
351,259.0,2,3,1,1,0.0,2,5,2,5,1,1,3
112,739.0,1,1,1,17,0.0,6,7,3,6,7,4,3
361,639.0,2,3,3,2,2.0,3,1,2,3,1,1,2
351,259.0,2,3,1,6,0.0,3,7,1,3,7,1,2
361,639.0,2,3,3,8,0.0,4,3,2,3,3,1,2
359,749.0,2,3,1,6,0.0,6,3,2,2,3,1,5
109,404.0,2,1,3,8,0.0,3,3,1,4,3,2,1
578,637.0,2,2,1,1,0.0,3,4,2,3,4,2,3
351,254.0,2,3,3,8,0.0,6,7,3,3,5,1,1
578,637.0,2,2,1,1,0.0,4,2,2,4,2,1,3
344,101.0,2,3,3,8,0.0,2,1,1,2,1,1,3
126,198.0,2,1,3,1,0.0,3,2,1,3,2,1,5
578,638.0,2,2,1,38,0.0,3,3,2,3,3,1,3
344,101.0,2,3,1,1,0.0,2,7,1,2,1,1,1
344,101.0,2,3,3,2,2.0,1,3,2,3,3,1,3
578,637.0,2,2,1,1,0.0,6,1,2,5,1,1,1
107,211.0,2,1,1,25,0.0,3,3,1,6,7,4,3
116,168.0,2,1,1,1,0.0,7,3,1,2,3,1,3
344,101.0,2,3,3,8,0.0,2,1,2,2,1,1,1
351,254.0,2,3,4,2,2.0,6,7,3,3,3,1,2
341,321.0,2,3,3,8,0.0,1,3,1,3,1,2,3
361,639.0,2,3,1,6,0.0,2,1,1,3,1,2,1
351,259.0,2,3,1,1,0.0,3,3,1,2,3,2,2
341,333.0,2,3,1,23,0.0,3,3,1,6,7,4,3
105,389.0,2,1,1,6,0.0,3,3,1,3,3,1,5
578,638.0,2,2,1,1,0.0,3,3,1,3,3,1,1
578,638.0,2,2,1,12,0.0,3,3,2,3,3,1,2
578,638.0,2,2,3,1,0.0,4,3,1,5,5,1,1
344,101.0,2,3,1,25,0.0,3,2,1,3,4,2,4
109,438.0,2,1,1,4,0.0,6,7,3,5,2,2,1
355,191.0,2,3,1,6,0.0,3,1,1,3,1,1,1
344,101.0,2,3,1,19,0.0,1,1,2,2,1,1,1
109,437.0,2,1,2,8,0.0,4,3,3,5,3,1,3
233,175.0,2,3,4,6,0.0,3,3,1,3,3,1,2
344,114.0,2,3,1,1,0.0,4,2,1,4,2,1,3
578,638.0,2,2,1,2,2.0,6,7,3,5,1,2,1
105,384.0,2,1,3,8,0.0,2,4,1,4,2,1,4
344,113.0,2,3,1,1,0.0,3,2,1,3,1,1,3
110,441.0,2,1,1,20,0.0,6,7,3,3,2,2,2
109,415.0,2,1,3,8,0.0,6,3,1,5,2,2,3
578,637.0,2,2,3,8,0.0,2,7,2,2,3,1,2
126,117.0,2,1,3,2,2.0,6,7,3,6,7,3,2
341,333.0,2,3,1,25,0.0,3,2,1,6,7,4,4
344,101.0,2,3,1,33,0.0,3,1,1,2,1,2,1
121,267.0,2,1,3,8,0.0,6,7,3,4,7,1,1
107,211.0,2,1,1,16,3.0,3,1,1,6,7,4,3
361,639.0,2,3,1,2,2.0,2,3,2,3,3,1,3
110,441.0,2,1,3,8,0.0,6,1,3,4,1,2,4
359,749.0,2,3,1,2,2.0,3,1,1,3,1,1,1
578,637.0,2,2,1,1,0.0,6,7,3,3,3,1,4
578,637.0,2,2,1,1,0.0,3,4,1,3,7,1,4
578,638.0,2,2,3,40,0.0,1,1,1,3,2,2,2
578,637.0,2,2,1,2,2.0,3,3,1,3,3,1,3
106,109.0,2,1,1,7,72.0,6,7,3,2,1,2,1
361,639.0,2,3,1,19,0.0,1,1,1,1,1,2,1
106,109.0,1,1,3,6,0.0,3,3,1,2,1,2,2
236,782.0,2,3,3,2,2.0,3,1,2,6,7,3,1
109,433.0,2,1,1,25,0.0,6,3,1,6,7,4,3
578,637.0,2,2,1,1,0.0,4,3,2,4,7,2,1
344,101.0,2,3,1,1,0.0,3,3,1,3,3,1,1
352,205.0,2,3,1,2,2.0,3,3,1,6,7,3,3
344,101.0,2,3,3,8,0.0,6,1,1,3,1,1,1
352,205.0,2,3,1,6,0.0,3,1,1,5,3,1,2
341,347.0,2,3,1,1,0.0,6,7,3,3,2,1,4
109,420.0,2,1,1,17,0.0,6,7,3,6,7,4,3
359,750.0,2,3,3,8,0.0,2,1,1,6,7,3,1
341,333.0,2,3,1,16,0.0,3,1,1,6,7,4,3
106,109.0,2,1,1,1,0.0,3,1,2,3,1,2,1
344,101.0,2,3,1,6,0.0,2,3,2,2,3,1,1
341,338.0,2,3,1,1,0.0,2,1,1,3,7,2,1
351,259.0,2,3,1,1,0.0,2,5,1,3,5,1,4
341,333.0,2,3,1,9,0.0,3,1,1,6,7,4,3
106,109.0,2,1,1,1,0.0,1,1,1,4,1,2,2
233,175.0,2,3,3,8,0.0,2,3,1,1,4,1,3
344,101.0,2,3,1,6,0.0,3,3,2,4,3,1,4
341,313.0,2,3,1,7,0.0,6,7,3,3,1,1,3
344,114.0,2,3,1,1,0.0,2,3,1,2,3,1,1
578,637.0,2,2,1,1,0.0,4,7,2,4,3,2,4
361,639.0,2,3,1,6,0.0,3,2,1,3,2,1,5
578,637.0,2,2,3,1,0.0,4,4,1,4,4,1,4
578,637.0,2,2,1,6,0.0,2,3,1,4,3,1,4
344,113.0,2,3,3,8,0.0,6,3,1,3,3,1,2
578,637.0,2,2,1,2,2.0,2,1,2,2,1,1,2
361,639.0,2,3,1,1,0.0,3,2,1,3,2,1,4
341,338.0,2,3,1,1,0.0,4,3,1,3,1,1,1
341,321.0,2,3,3,8,0.0,6,7,3,3,3,2,4
578,638.0,2,2,1,1,0.0,4,1,1,4,1,1,1
578,638.0,2,2,1,1,0.0,3,3,1,3,3,1,2
344,101.0,2,3,3,8,0.0,2,7,2,3,1,2,4
104,157.0,2,1,1,6,0.0,3,1,1,3,1,1,4
126,198.0,2,1,1,1,0.0,3,1,1,3,1,1,4
344,101.0,2,3,1,1,0.0,3,3,1,3,3,1,2
359,749.0,2,3,1,1,0.0,3,2,1,3,5,1,2
344,101.0,2,3,3,2,2.0,3,3,1,3,1,2,1
344,101.0,2,3,1,14,0.0,3,3,1,3,1,2,3
578,638.0,2,2,1,6,0.0,3,3,1,4,3,2,2
578,637.0,2,2,1,13,0.0,3,1,1,4,4,2,2
351,254.0,2,3,2,8,0.0,6,7,3,6,7,4,2
343,478.0,2,3,3,65,0.0,4,1,1,6,7,3,1
351,259.0,2,3,1,18,0.0,3,3,2,3,3,2,2
578,638.0,2,2,3,6,0.0,3,5,1,4,1,1,4
341,333.0,2,3,3,25,0.0,3,3,2,6,7,4,2
578,637.0,2,2,1,6,0.0,3,1,1,3,1,1,4
109,433.0,2,1,1,16,0.0,6,7,3,6,7,4,3
105,388.0,2,1,1,1,0.0,6,3,1,2,3,2,2
359,749.0,2,3,3,8,0.0,3,3,1,3,3,1,4
344,113.0,2,3,1,25,0.0,4,1,1,2,3,2,2
353,462.0,2,3,3,8,0.0,3,5,1,6,7,4,3
235,567.0,2,3,3,8,0.0,3,1,1,6,7,3,2
105,388.0,2,1,1,1,0.0,3,3,1,2,1,2,2
117,501.0,2,1,2,2,2.0,4,5,1,6,7,3,1
578,638.0,2,2,1,1,0.0,3,7,1,2,3,1,2
344,101.0,2,3,1,1,0.0,3,3,1,2,1,1,1
352,203.0,2,3,1,1,0.0,4,1,1,4,4,2,4
344,113.0,2,3,3,7,0.0,3,1,1,4,2,2,2
112,739.0,2,1,1,1,0.0,6,7,3,3,1,2,4
578,638.0,2,2,3,8,0.0,3,3,2,3,3,1,2
113,727.0,2,1,1,3,0.0,3,1,2,4,7,2,1
126,198.0,2,1,1,1,0.0,3,1,1,3,1,1,4
105,399.0,1,1,1,23,0.0,6,3,3,6,7,4,3
578,638.0,2,2,1,1,0.0,3,1,1,4,1,1,4
344,101.0,2,3,1,48,0.0,3,2,1,4,2,2,2
344,101.0,2,3,1,4,0.0,3,3,2,6,7,2,3
110,441.0,2,1,2,8,0.0,3,7,1,2,3,1,2
351,259.0,2,3,1,2,2.0,6,3,1,6,3,1,1
105,396.0,2,1,1,9,0.0,3,3,1,6,7,3,1
238,466.0,2,3,1,57,3.0,3,2,1,3,2,1,3
578,638.0,2,2,1,1,0.0,6,1,2,4,1,2,4
344,101.0,2,3,1,6,0.0,4,1,1,4,1,1,4
351,259.0,2,3,1,2,2.0,2,1,2,3,1,1,1
341,349.0,2,3,3,8,0.0,6,7,3,3,7,2,2
344,113.0,2,3,1,12,0.0,3,3,2,3,7,2,1
126,198.0,2,1,3,6,0.0,3,1,1,4,3,2,2
361,639.0,2,3,1,6,0.0,1,3,2,1,3,1,4
578,638.0,2,2,1,2,2.0,6,3,2,3,1,1,3
344,101.0,2,3,1,1,0.0,2,3,1,3,1,1,1
126,198.0,2,1,1,6,0.0,4,4,1,4,4,1,4
578,638.0,2,2,3,1,0.0,4,2,1,4,2,2,2
361,639.0,2,3,3,28,0.0,3,1,2,3,3,2,1
341,338.0,2,3,1,1,0.0,2,3,1,4,3,1,1
361,639.0,2,3,1,6,0.0,3,2,1,3,4,1,5
578,638.0,2,2,1,2,2.0,3,3,1,2,3,1,4
578,638.0,2,2,3,8,0.0,3,4,1,3,4,2,3
361,639.0,2,3,1,2,2.0,6,1,2,6,3,1,2
361,639.0,2,3,3,2,2.0,2,3,1,2,2,1,1
578,638.0,2,2,1,1,0.0,4,2,1,3,3,1,2
106,109.0,2,1,1,1,0.0,4,3,1,3,3,1,2
352,205.0,2,3,1,1,0.0,6,3,1,3,3,1,1
233,681.0,2,3,1,1,0.0,4,3,1,4,1,1,2
344,101.0,2,3,3,8,0.0,6,5,2,3,2,1,1
341,333.0,2,3,1,25,0.0,4,3,1,6,7,4,3
578,637.0,2,2,1,1,0.0,3,1,2,4,1,1,4
351,258.0,2,3,3,36,0.0,2,2,1,6,7,3,3
341,333.0,2,3,1,25,0.0,3,1,1,6,7,4,3
361,639.0,2,3,1,2,2.0,3,3,1,3,3,1,2
233,681.0,2,3,1,1,0.0,3,3,2,1,3,1,4
341,338.0,2,3,1,1,0.0,2,3,1,2,3,1,2
578,638.0,2,2,3,3,0.0,1,1,1,4,2,1,4
578,638.0,2,2,1,2,2.0,4,2,1,4,2,1,5
578,637.0,2,2,1,6,0.0,4,1,1,3,3,1,2
344,114.0,2,3,1,1,0.0,3,3,1,3,1,1,2
109,412.0,2,1,1,6,0.0,1,4,1,3,4,1,4
578,638.0,2,2,1,6,0.0,6,4,2,4,1,1,4
578,638.0,2,2,1,1,0.0,6,7,1,3,4,1,4
121,269.0,2,1,1,6,0.0,2,3,2,4,1,2,5
344,101.0,2,3,1,1,0.0,4,1,1,3,1,1,4
344,101.0,2,3,1,2,2.0,2,3,2,2,3,2,2
353,462.0,2,3,3,8,0.0,4,3,2,6,7,4,2
344,101.0,2,3,3,26,0.0,3,5,1,3,1,1,1
359,749.0,2,3,1,2,2.0,3,1,1,3,1,1,4
578,638.0,2,2,2,8,0.0,6,1,2,6,3,1,1
344,101.0,2,3,3,8,0.0,1,1,2,3,1,1,1
359,749.0,2,3,1,2,2.0,1,1,1,4,1,1,1
344,114.0,2,3,1,1,0.0,3,3,1,2,3,1,1
106,109.0,1,1,3,6,0.0,4,4,1,3,3,2,4
578,638.0,2,2,3,8,0.0,3,3,1,4,3,2,2
107,221.0,1,1,3,6,0.0,3,2,1,6,7,2,4
104,157.0,2,1,1,1,0.0,3,3,1,3,3,1,2
341,349.0,2,3,3,8,0.0,6,7,3,2,1,1,2
106,109.0,2,1,1,1,0.0,6,7,1,3,3,2,1
341,333.0,2,3,1,25,0.0,6,1,1,6,7,4,3
578,638.0,2,2,1,6,0.0,3,4,1,3,4,1,5
351,259.0,2,3,3,45,0.0,6,7,3,6,7,4,3
344,101.0,2,3,1,1,0.0,3,1,1,3,1,1,5
106,106.0,2,1,1,4,97.0,4,3,1,4,3,2,2
107,221.0,2,1,1,1,0.0,6,3,1,6,7,4,2
106,109.0,2,1,1,1,0.0,2,7,2,4,3,1,1
344,101.0,2,3,1,6,0.0,3,3,2,3,3,2,2
341,357.0,2,3,3,8,0.0,6,7,1,3,3,1,4
344,101.0,2,3,1,1,0.0,3,2,1,3,2,1,2
578,637.0,2,2,3,8,0.0,2,1,1,2,1,1,1
578,638.0,2,2,1,2,2.0,4,3,1,3,1,1,3
578,637.0,2,2,3,8,0.0,6,7,2,4,2,2,3
107,213.0,2,1,1,17,0.0,1,3,1,6,7,4,1
344,113.0,2,3,1,1,0.0,3,3,2,3,3,1,2
578,638.0,2,2,3,8,0.0,4,3,1,3,2,2,2
235,511.0,2,3,1,2,2.0,4,3,1,6,7,3,2
343,478.0,2,3,3,2,2.0,6,7,2,3,1,2,2
578,638.0,2,2,3,8,0.0,2,7,2,3,3,1,2
341,321.0,2,3,3,8,0.0,4,2,1,2,1,1,5
578,637.0,2,2,3,8,0.0,3,2,1,3,2,2,2
578,638.0,2,2,1,6,0.0,3,1,2,3,2,1,1
341,343.0,2,3,3,8,0.0,6,7,3,3,2,2,2
344,113.0,2,3,3,8,0.0,6,3,1,3,3,2,2
106,105.0,2,1,1,19,0.0,6,3,2,2,3,1,1
578,638.0,2,2,1,6,0.0,3,6,1,3,4,1,4
578,637.0,2,2,1,1,0.0,2,1,2,2,1,1,3
578,638.0,2,2,1,6,0.0,4,2,2,4,2,2,4
578,638.0,2,2,1,6,0.0,3,3,1,3,3,1,2
106,109.0,2,1,1,1,0.0,4,5,1,1,1,1,4
352,203.0,2,3,1,12,0.0,3,7,1,6,7,4,2
341,347.0,2,3,1,1,0.0,6,7,3,5,1,1,3
106,109.0,2,1,1,17,0.0,4,3,2,4,3,2,4
106,109.0,2,1,1,1,0.0,4,1,1,6,4,2,1
344,101.0,2,3,3,19,0.0,1,3,2,1,3,1,1
578,637.0,2,2,1,1,0.0,4,4,1,4,4,2,4
117,503.0,2,1,2,2,2.0,3,1,1,6,7,3,2
347,905.0,2,3,3,8,0.0,3,3,2,6,7,3,4
233,175.0,2,3,3,8,0.0,4,3,1,2,2,1,3
344,114.0,2,3,3,8,0.0,2,3,2,1,3,1,2
344,101.0,2,3,3,8,0.0,4,1,1,4,1,1,1
344,101.0,2,3,1,6,0.0,3,5,1,3,1,1,1
361,639.0,2,3,1,6,0.0,3,2,2,3,2,2,5
109,409.0,1,1,1,4,0.0,6,7,3,6,7,1,3
109,415.0,2,1,1,25,0.0,6,7,3,3,2,1,2
344,101.0,2,3,1,1,0.0,4,3,1,4,3,1,2
344,101.0,2,3,1,24,0.0,6,4,1,4,4,1,4
578,638.0,2,2,1,18,0.0,1,3,2,3,3,1,2
106,106.0,2,1,1,1,0.0,3,2,1,6,7,3,3
341,333.0,2,3,1,12,0.0,2,1,1,6,7,4,2
109,425.0,2,1,1,1,0.0,6,7,3,2,1,1,2
341,338.0,2,3,1,1,0.0,1,3,1,3,3,1,1
578,637.0,2,2,4,1,0.0,3,4,2,3,4,1,4
578,638.0,2,2,1,1,0.0,4,3,1,4,3,1,2
344,114.0,2,3,1,2,2.0,6,3,1,3,3,1,5
344,113.0,2,3,3,2,2.0,6,3,1,4,1,2,3
578,637.0,2,2,1,25,0.0,2,3,2,2,3,1,3
361,639.0,2,3,1,1,0.0,4,1,1,3,1,1,4
109,421.0,2,1,3,8,0.0,6,7,3,2,2,2,2
121,269.0,2,1,1,1,0.0,3,5,1,4,3,2,3
106,109.0,2,1,1,26,0.0,6,1,1,3,1,2,4
344,101.0,2,3,1,2,2.0,4,3,2,3,3,1,4
361,639.0,2,3,3,1,0.0,6,7,2,3,3,1,2
359,748.0,2,3,1,1,0.0,3,1,1,4,1,1,4
344,101.0,2,3,1,1,0.0,4,2,1,2,2,1,3
578,638.0,2,2,3,8,0.0,6,7,3,5,2,2,3
341,333.0,2,3,1,12,0.0,6,5,1,6,7,4,2
361,639.0,2,3,1,1,0.0,2,3,2,2,3,1,2
361,639.0,2,3,1,6,0.0,4,2,1,5,2,1,2
351,259.0,2,3,1,1,0.0,4,3,2,3,5,1,4
578,638.0,2,2,1,1,0.0,1,1,1,3,1,1,2
126,461.0,2,1,3,8,0.0,4,2,1,4,1,2,4
578,638.0,2,2,1,1,0.0,6,1,2,4,1,1,1
359,759.0,2,3,3,18,0.0,3,2,1,4,5,2,2
344,101.0,2,3,1,6,0.0,4,1,1,3,1,1,4
233,681.0,2,3,3,8,0.0,3,1,1,1,1,1,1
578,637.0,2,2,1,26,0.0,6,3,1,3,2,2,3
126,198.0,2,1,3,1,0.0,3,4,1,3,4,1,4
361,639.0,2,3,1,2,2.0,2,3,2,3,3,1,3
344,101.0,2,3,4,7,0.0,6,1,3,3,1,2,2
578,638.0,2,2,2,21,0.0,4,3,1,3,3,1,3
341,313.0,2,3,3,12,0.0,3,1,3,4,3,2,1
109,404.0,2,1,3,2,2.0,3,3,1,2,4,1,2
126,198.0,2,1,3,2,2.0,3,3,2,3,3,1,2
359,749.0,2,3,1,6,0.0,6,1,1,3,1,1,4
341,339.0,2,3,3,27,0.0,6,7,1,6,7,4,1
578,637.0,2,2,3,6,0.0,3,2,1,4,2,1,5
361,639.0,2,3,1,1,0.0,3,1,2,4,1,2,5
109,412.0,2,1,1,1,0.0,6,2,1,3,2,1,3
341,339.0,2,3,1,1,0.0,2,2,1,2,2,1,4
105,390.0,2,1,1,6,0.0,3,3,1,3,3,1,2
341,338.0,2,3,1,2,2.0,3,3,3,4,3,1,2
126,198.0,2,1,3,1,0.0,4,5,1,3,5,1,1
235,511.0,2,3,1,2,2.0,3,3,1,6,7,3,2
106,109.0,2,1,1,26,0.0,6,7,1,3,1,2,3
344,101.0,2,3,1,1,0.0,4,4,1,2,4,1,4
361,639.0,2,3,1,1,0.0,1,1,1,3,1,1,1
341,333.0,2,3,1,9,0.0,3,3,1,6,7,4,2
361,639.0,2,3,1,6,0.0,3,3,2,3,3,1,4
341,338.0,2,3,1,1,0.0,6,7,3,3,2,1,4
340,707.0,2,3,1,4,0.0,2,3,1,6,7,3,1
233,681.0,2,3,3,2,2.0,2,1,2,1,3,2,2
578,637.0,2,2,1,1,0.0,3,1,2,4,1,2,1
236,782.0,2,3,3,8,0.0,2,3,1,3,3,2,2
235,511.0,2,3,3,8,0.0,3,1,1,6,7,3,1
344,113.0,2,3,1,1,0.0,2,3,1,3,3,1,2
105,361.0,2,1,1,45,0.0,6,2,3,6,7,4,3
106,109.0,2,1,1,2,2.0,2,3,1,3,3,1,4
116,177.0,2,1,1,6,0.0,1,3,1,1,3,1,2
361,639.0,2,3,1,1,0.0,3,5,2,3,5,2,2
578,638.0,2,2,1,16,0.0,6,1,3,3,2,1,3
341,338.0,2,3,1,45,0.0,6,3,1,1,3,2,3
109,419.0,2,1,2,21,0.0,1,3,2,1,3,2,2
359,750.0,2,3,3,8,0.0,3,3,1,6,7,4,3
126,198.0,2,1,1,1,0.0,4,4,1,4,4,1,3
341,321.0,2,3,3,8,0.0,6,7,3,4,7,2,1
341,333.0,2,3,1,12,0.0,1,3,1,2,4,2,1
578,637.0,2,2,3,8,0.0,1,1,1,1,3,2,1
121,267.0,2,1,3,8,0.0,6,7,3,3,1,2,1
344,101.0,2,3,3,8,0.0,2,4,1,6,4,1,4
344,113.0,2,3,1,1,0.0,3,1,1,3,1,1,4
578,638.0,2,2,1,6,0.0,6,3,2,4,3,2,2
578,638.0,2,2,1,1,0.0,3,3,1,3,3,1,2
109,421.0,2,1,3,8,0.0,6,1,1,4,7,2,1
109,438.0,2,1,1,19,0.0,6,7,3,6,7,4,1
361,639.0,2,3,1,1,0.0,6,7,2,3,3,1,2
126,204.0,2,1,1,17,0.0,3,3,2,6,7,4,3
344,101.0,2,3,1,2,2.0,3,3,1,2,1,1,3
344,101.0,2,3,1,1,0.0,3,1,1,3,2,1,4
341,343.0,2,3,3,25,0.0,6,7,3,1,3,2,4
105,388.0,2,1,1,2,2.0,2,1,2,3,4,2,3
578,637.0,2,2,2,8,0.0,3,3,1,3,3,1,1
113,729.0,2,1,1,1,0.0,6,7,1,4,2,1,2
361,639.0,2,3,1,1,0.0,3,1,1,4,1,1,1
578,637.0,2,2,1,2,2.0,3,3,1,1,3,1,2
344,114.0,2,3,1,1,0.0,6,1,2,3,1,2,1
341,338.0,2,3,3,6,0.0,3,3,1,3,3,1,5
106,109.0,2,1,1,1,0.0,4,3,2,4,3,2,1
107,244.0,2,1,1,6,0.0,3,3,1,3,3,2,4
109,421.0,2,1,2,8,0.0,6,7,3,3,3,2,1
361,639.0,2,3,1,1,0.0,6,7,1,3,2,2,2
578,638.0,2,2,1,1,0.0,3,2,1,3,7,1,4
341,338.0,1,3,1,45,0.0,6,7,3,6,7,4,3
351,259.0,2,3,1,1,0.0,3,3,1,4,3,1,2
578,638.0,2,2,1,3,0.0,3,4,2,3,4,2,2
359,749.0,2,3,1,2,2.0,4,1,1,3,1,1,3
344,101.0,2,3,1,1,0.0,4,2,1,4,2,2,2
359,759.0,2,3,1,1,0.0,2,3,2,6,7,3,3
341,349.0,2,3,3,8,0.0,6,7,3,4,3,1,2
126,461.0,2,1,3,20,0.0,6,7,2,6,7,4,2
126,198.0,2,1,1,6,0.0,2,4,1,2,4,1,4
106,109.0,2,1,1,1,0.0,3,5,1,3,5,1,1
344,101.0,2,3,1,1,0.0,4,1,1,4,7,1,1
341,338.0,2,3,1,25,0.0,6,7,3,3,3,1,2
359,749.0,2,3,4,6,0.0,3,2,1,3,2,2,4
578,638.0,2,2,3,8,0.0,4,1,3,2,1,1,2
109,412.0,2,1,1,1,0.0,6,7,3,6,3,1,2
361,639.0,2,3,1,1,0.0,3,1,1,3,1,1,3
578,638.0,2,2,1,1,0.0,3,3,1,3,3,1,3
344,101.0,2,3,1,1,0.0,2,1,2,2,1,2,4
361,639.0,2,3,1,1,0.0,3,2,2,3,2,1,2
106,105.0,2,1,1,6,0.0,4,3,1,3,3,1,2
341,333.0,2,3,1,12,0.0,6,3,1,6,7,4,2
126,461.0,2,1,3,8,0.0,4,3,3,3,3,2,2
351,259.0,2,3,1,1,0.0,1,2,1,3,2,1,4
341,321.0,2,3,1,27,0.0,6,7,3,4,3,2,2
344,101.0,2,3,1,1,0.0,2,3,1,3,3,1,2
107,221.0,2,1,1,2,2.0,2,3,1,2,3,1,3
351,259.0,2,3,1,1,0.0,2,1,1,4,1,1,1
351,259.0,2,3,1,2,2.0,2,1,1,2,1,2,1
344,101.0,2,3,1,6,0.0,4,2,1,4,2,1,5
344,101.0,2,3,3,1,0.0,3,2,1,3,3,1,3
126,117.0,2,1,1,1,0.0,6,7,3,6,7,3,3
109,421.0,2,1,1,20,0.0,2,7,1,2,1,2,1
578,637.0,2,2,1,1,0.0,3,7,1,3,7,1,4
578,637.0,2,2,1,1,0.0,4,2,1,3,2,1,5
106,109.0,2,1,1,26,0.0,6,1,3,3,2,2,3
578,638.0,2,2,1,1,0.0,3,3,1,4,1,1,2
341,333.0,2,3,1,16,0.0,3,5,2,6,7,4,3
578,637.0,2,2,1,37,0.0,6,7,1,4,4,1,4
578,638.0,2,2,1,6,0.0,4,3,1,4,3,1,2
578,638.0,2,2,1,1,0.0,2,3,2,4,2,1,2
109,433.0,2,1,1,16,0.0,6,7,3,6,7,4,2
578,638.0,2,2,1,26,0.0,4,1,2,3,1,1,3
233,681.0,2,3,1,2,2.0,4,7,1,1,1,1,2
126,198.0,2,1,1,22,0.0,3,3,1,2,3,1,2
341,333.0,2,3,1,30,0.0,3,1,1,6,7,4,4
341,347.0,2,3,1,1,0.0,6,7,3,3,3,1,1
361,639.0,2,3,1,1,0.0,3,5,1,3,2,2,3
578,638.0,2,2,3,2,2.0,3,3,1,2,3,1,3
361,639.0,2,3,1,6,0.0,3,3,1,1,3,2,4
351,259.0,2,3,1,1,0.0,2,1,1,3,1,1,2
351,254.0,2,3,3,8,0.0,3,3,1,3,3,1,3
578,638.0,2,2,1,6,0.0,3,4,1,4,4,1,4
235,567.0,2,3,3,8,0.0,2,1,2,6,7,3,1
106,109.0,2,1,1,11,0.0,4,3,1,1,7,2,4
109,438.0,2,1,1,1,0.0,3,7,2,3,3,1,2
578,637.0,2,2,1,1,0.0,1,3,1,4,3,1,2
344,101.0,2,3,1,7,0.0,3,3,1,3,3,1,2
359,748.0,2,3,1,1,0.0,3,3,1,3,2,1,2
341,333.0,2,3,1,9,0.0,2,3,3,6,7,4,2
361,639.0,2,3,1,6,0.0,1,7,1,1,1,2,1
578,638.0,2,2,1,19,0.0,6,3,2,1,3,1,2
578,637.0,2,2,1,1,0.0,3,5,1,3,1,1,1
351,254.0,2,3,3,6,0.0,3,3,1,3,3,1,5
109,401.0,2,1,1,12,0.0,6,7,3,3,4,1,2
105,397.0,2,1,3,12,0.0,6,7,3,3,1,2,2
361,639.0,2,3,1,1,0.0,3,7,1,2,1,1,2
112,739.0,2,1,1,17,0.0,6,7,3,6,7,4,1
359,749.0,2,3,1,1,0.0,3,5,2,3,5,1,1
578,638.0,2,2,3,8,0.0,3,3,1,2,3,2,2
578,638.0,2,2,1,6,0.0,3,3,1,3,2,2,2
578,638.0,2,2,1,1,0.0,4,4,3,4,4,2,2
578,637.0,2,2,1,1,0.0,2,3,1,3,1,1,1
361,639.0,2,3,1,6,0.0,3,1,1,3,1,1,4
578,638.0,2,2,1,1,0.0,6,1,1,3,5,1,1
106,109.0,2,1,1,1,0.0,2,3,2,4,3,2,2
126,198.0,2,1,1,2,2.0,3,1,1,3,1,1,1
341,343.0,2,3,3,8,0.0,6,1,1,3,2,2,2
126,204.0,2,1,1,1,0.0,6,7,3,6,7,2,2
