KY_CD,PD_CD,CRM_ATPT_CPTD_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURISDICTION_CODE,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,BORO_NM
361,639.0,2,3,1,1,0.0,6,1,1,3,1,1,4
109,432.0,2,1,1,1,0.0,6,7,3,3,1,2,4
361,639.0,2,3,1,1,0.0,6,7,3,1,1,1,1
344,101.0,2,3,1,2,2.0,2,3,2,2,1,1,3
341,333.0,2,3,1,25,0.0,1,1,2,6,7,4,3
351,254.0,2,3,3,8,0.0,3,2,1,3,4,2,4
578,638.0,2,2,1,1,0.0,4,1,1,4,1,1,4
344,101.0,2,3,1,1,0.0,4,1,1,2,1,2,3
341,321.0,2,3,3,8,0.0,6,7,3,3,3,2,1
578,638.0,2,2,3,2,2.0,3,3,1,3,3,1,2
126,198.0,2,1,1,2,2.0,3,1,1,3,5,1,4
578,638.0,1,2,1,1,0.0,6,3,2,4,1,1,1
578,638.0,2,2,3,8,0.0,6,3,3,3,2,2,2
344,113.0,2,3,3,2,2.0,5,5,1,1,5,1,3
341,349.0,2,3,2,8,0.0,6,7,3,3,3,2,1
578,638.0,2,2,1,6,0.0,3,3,1,3,3,1,2
578,638.0,2,2,3,1,0.0,6,2,1,5,3,1,3
341,333.0,2,3,1,9,0.0,2,5,1,6,7,4,1
578,638.0,2,2,3,6,0.0,6,1,2,3,3,1,2
361,639.0,2,3,1,1,0.0,2,3,2,2,1,2,3
578,638.0,2,2,3,8,0.0,3,3,2,3,3,1,1
235,511.0,2,3,1,2,2.0,4,3,2,6,7,3,1
121,269.0,2,1,1,1,0.0,2,5,2,2,3,2,1
109,433.0,2,1,1,17,0.0,6,3,1,6,7,4,3
344,101.0,2,3,1,1,0.0,3,3,1,3,3,2,3
578,638.0,2,2,1,6,0.0,3,2,2,3,2,1,4
341,333.0,2,3,1,16,0.0,3,2,2,6,7,4,4
359,749.0,2,3,1,1,0.0,3,2,1,6,7,1,3
125,847.0,2,1,3,8,0.0,3,2,1,6,7,3,2
344,101.0,2,3,1,33,0.0,3,3,2,3,3,1,4
106,109.0,2,1,1,2,2.0,4,3,2,4,3,2,2
344,101.0,2,3,1,28,0.0,6,7,3,3,3,2,1
106,109.0,2,1,1,1,0.0,3,3,1,3,3,1,2
578,638.0,2,2,1,1,0.0,3,1,2,1,1,2,1
113,725.0,2,1,3,8,0.0,3,1,1,6,7,3,4
578,638.0,2,2,3,8,0.0,3,3,2,3,4,2,4
351,259.0,2,3,3,8,0.0,6,7,3,2,3,2,3
351,258.0,2,3,1,1,0.0,6,7,1,6,7,4,1
109,422.0,2,1,1,9,0.0,6,7,3,5,2,1,3
106,109.0,2,1,1,1,0.0,3,1,1,3,1,2,5
126,198.0,2,1,3,1,0.0,3,3,1,4,3,1,2
344,113.0,2,3,1,1,0.0,4,2,1,3,2,1,3
341,343.0,2,3,3,23,0.0,6,7,3,2,4,2,4
578,637.0,2,2,1,1,0.0,4,3,1,1,3,2,2
578,637.0,2,2,1,1,0.0,3,1,2,3,1,2,4
344,101.0,2,3,1,6,0.0,2,3,2,1,3,2,4
117,502.0,2,1,1,7,0.0,2,5,1,6,7,3,1
341,321.0,2,3,3,8,0.0,3,1,1,3,1,2,5
578,637.0,2,2,1,1,0.0,3,1,1,3,1,1,2
341,333.0,2,3,1,25,0.0,6,3,1,6,7,4,2
235,567.0,2,3,1,2,2.0,2,1,1,6,7,3,2
344,101.0,2,3,1,25,0.0,2,3,1,3,1,2,1
105,397.0,2,1,3,6,0.0,4,2,1,4,2,1,2
361,639.0,2,3,1,6,0.0,3,1,1,2,2,1,4
578,638.0,2,2,1,1,0.0,2,2,1,3,5,1,3
341,333.0,2,3,1,25,0.0,2,3,2,6,7,4,1
361,639.0,2,3,1,1,0.0,3,3,2,3,5,1,3
344,101.0,2,3,3,8,0.0,6,3,2,1,3,1,2
344,101.0,2,3,4,25,0.0,6,7,3,5,2,2,4
109,404.0,1,1,3,8,0.0,3,3,1,3,1,1,3
344,101.0,2,3,1,15,0.0,6,3,1,3,1,2,1
109,422.0,2,1,1,17,0.0,3,4,1,6,7,4,4
344,101.0,2,3,3,8,0.0,3,1,2,3,1,2,2
341,338.0,2,3,1,1,0.0,6,3,1,3,1,1,3
107,221.0,1,1,1,1,0.0,3,7,1,3,2,2,4
110,441.0,2,1,3,8,0.0,6,7,3,6,7,4,2
344,114.0,2,3,1,2,2.0,2,3,1,2,5,1,1
359,749.0,2,3,1,1,0.0,2,1,1,2,1,1,4
341,333.0,2,3,1,25,0.0,3,1,2,6,7,4,3
361,639.0,2,3,3,8,0.0,3,2,1,3,1,1,2
106,105.0,2,1,1,1,0.0,3,3,1,3,3,1,2
105,397.0,2,1,3,8,0.0,3,5,1,3,5,2,1
361,639.0,2,3,1,1,0.0,3,5,1,3,1,1,4
343,478.0,2,3,1,49,0.0,2,7,1,5,1,2,4
344,101.0,2,3,2,8,0.0,6,7,2,2,3,2,3
107,213.0,1,1,4,15,0.0,6,7,1,6,7,4,4
344,101.0,2,3,1,1,0.0,3,3,1,1,3,2,1
344,101.0,2,3,1,2,2.0,3,3,1,3,3,1,2
578,637.0,2,2,1,1,0.0,2,1,1,2,1,1,1
109,409.0,2,1,1,26,0.0,6,7,3,4,2,2,3
105,388.0,2,1,1,1,0.0,3,1,1,3,1,1,3
344,113.0,2,3,1,6,0.0,6,2,2,3,5,2,1
109,424.0,1,1,1,25,0.0,2,3,1,6,7,4,4
341,333.0,2,3,1,25,0.0,6,3,3,6,7,4,1
578,638.0,2,2,1,2,2.0,3,1,1,3,7,1,1
578,638.0,2,2,1,2,2.0,6,7,1,1,7,1,3
126,198.0,2,1,3,1,0.0,4,3,1,4,3,1,2
105,386.0,2,1,3,8,0.0,6,7,1,2,1,2,4
341,338.0,2,3,1,23,0.0,6,3,1,3,1,1,1
341,338.0,2,3,1,2,2.0,6,7,3,3,1,1,2
107,231.0,2,1,3,9,0.0,6,7,3,4,3,2,1
348,916.0,2,3,3,8,0.0,2,2,1,3,2,2,2
359,749.0,2,3,1,1,0.0,3,5,1,3,1,1,1
578,637.0,2,2,1,19,0.0,3,3,1,4,1,1,1
106,109.0,2,1,1,1,0.0,3,3,2,4,5,2,1
344,101.0,2,3,1,11,0.0,3,3,1,2,3,1,3
361,639.0,2,3,1,1,0.0,6,1,2,4,1,1,2
109,433.0,2,1,1,23,0.0,6,3,1,6,7,4,3
365,878.0,2,3,1,6,0.0,6,4,2,5,2,2,4
341,333.0,2,3,1,25,0.0,2,2,2,6,7,4,3
578,637.0,2,2,1,1,0.0,3,3,1,3,3,2,2
578,637.0,2,2,3,8,0.0,6,7,1,3,2,2,3
578,638.0,2,2,1,1,0.0,3,4,1,4,3,1,2
105,386.0,2,1,3,2,2.0,3,3,1,2,3,1,3
578,637.0,2,2,1,1,0.0,1,4,1,4,6,1,2
109,411.0,2,1,1,14,3.0,3,3,1,1,1,1,3
578,638.0,2,2,1,17,0.0,2,1,2,3,1,1,1
361,639.0,2,3,1,2,2.0,1,1,1,2,1,1,3
578,638.0,2,2,1,1,0.0,4,3,1,4,3,1,2
578,638.0,2,2,3,8,0.0,4,2,1,4,1,2,1
341,333.0,2,3,1,12,0.0,4,3,1,6,7,4,4
578,637.0,2,2,1,1,0.0,3,1,1,4,5,2,1
348,916.0,2,3,2,8,0.0,6,7,1,4,3,2,4
341,338.0,2,3,1,2,2.0,3,2,2,3,1,2,3
344,113.0,2,3,1,1,0.0,4,3,1,3,3,2,3
578,638.0,2,2,1,26,0.0,6,3,3,3,2,2,2
341,338.0,2,3,1,40,0.0,1,2,1,4,4,2,4
578,638.0,2,2,1,7,0.0,3,3,1,4,2,2,1
341,333.0,2,3,1,9,0.0,2,3,1,6,7,4,3
235,511.0,2,3,2,2,2.0,4,3,1,6,7,3,1
578,638.0,2,2,1,1,0.0,3,1,2,3,1,1,1
578,638.0,2,2,1,6,0.0,6,7,1,3,2,1,4
578,638.0,2,2,3,1,0.0,3,2,2,3,4,1,4
578,637.0,2,2,1,1,0.0,5,4,1,5,4,1,3
106,109.0,2,1,1,6,0.0,4,7,1,3,4,1,4
361,639.0,2,3,1,2,2.0,3,5,2,4,3,2,1
118,792.0,2,1,1,7,0.0,3,3,1,6,7,3,2
126,461.0,2,1,3,28,0.0,3,2,1,5,2,2,4
361,639.0,2,3,1,1,0.0,3,1,1,3,1,1,4
104,157.0,2,1,1,1,0.0,4,3,1,4,3,1,4
578,637.0,2,2,4,2,2.0,1,3,1,1,3,1,2
344,113.0,2,3,3,1,0.0,4,1,1,3,1,1,1
578,638.0,2,2,3,8,0.0,3,3,1,6,7,1,2
344,114.0,2,3,1,12,0.0,3,3,1,6,7,2,1
578,637.0,2,2,1,6,0.0,3,3,2,5,3,2,4
351,259.0,2,3,3,30,0.0,1,5,1,6,7,4,1
106,109.0,2,1,3,12,0.0,3,3,1,2,3,2,1
578,638.0,2,2,1,6,0.0,6,2,1,3,3,1,2
344,101.0,2,3,3,2,2.0,6,3,1,4,3,2,4
352,205.0,2,3,3,6,0.0,4,2,1,6,7,4,5
341,305.0,2,3,1,1,0.0,3,3,1,2,3,2,1
126,198.0,2,1,1,1,0.0,2,3,1,2,2,1,2
351,259.0,2,3,1,6,0.0,3,1,1,3,1,1,4
578,638.0,2,2,1,30,0.0,3,3,3,6,7,4,2
578,638.0,2,2,1,6,0.0,6,1,3,3,1,1,4
106,105.0,2,1,1,1,0.0,3,2,1,2,2,1,3
111,494.0,2,1,1,19,0.0,1,3,1,6,7,3,3
361,639.0,2,3,1,1,0.0,3,3,1,3,3,1,1
341,333.0,2,3,1,9,0.0,3,1,1,6,7,4,3
341,338.0,2,3,1,14,0.0,6,7,3,3,3,2,3
578,637.0,2,2,1,1,0.0,1,1,2,4,7,1,2
578,637.0,2,2,3,8,0.0,4,2,1,4,2,2,2
351,259.0,2,3,1,2,2.0,4,1,1,3,1,1,2
351,259.0,2,3,1,17,0.0,6,7,3,6,7,4,4
351,259.0,2,3,1,1,0.0,3,5,1,4,7,1,1
578,637.0,2,2,1,6,0.0,3,4,1,3,4,1,4
126,198.0,2,1,1,1,0.0,3,3,1,3,3,1,3
578,638.0,2,2,1,2,2.0,2,1,1,2,1,1,2
341,333.0,2,3,1,23,0.0,2,1,2,6,7,4,3
344,101.0,2,3,3,2,2.0,4,3,2,3,3,1,4
361,639.0,2,3,1,17,0.0,3,5,2,3,1,1,1
341,333.0,2,3,1,29,0.0,3,1,2,6,7,4,4
121,269.0,2,1,1,1,0.0,6,7,3,4,3,2,1
344,101.0,2,3,2,7,0.0,2,2,1,4,3,2,3
578,638.0,2,2,3,2,2.0,4,1,2,3,1,2,1
578,637.0,2,2,1,1,0.0,4,3,1,4,3,1,3
235,511.0,2,3,3,28,0.0,3,3,1,6,7,3,3
235,569.0,2,3,3,8,0.0,2,1,1,6,7,3,1
344,101.0,2,3,1,2,2.0,3,3,1,3,3,1,2
344,101.0,2,3,1,1,0.0,4,3,1,4,3,1,2
578,638.0,2,2,3,8,0.0,4,2,1,3,2,1,3
109,404.0,2,1,2,21,0.0,3,3,1,2,4,2,2
578,637.0,2,2,1,2,2.0,1,1,2,2,3,2,3
344,101.0,2,3,1,1,0.0,2,3,2,2,3,1,2
117,500.0,2,1,3,8,0.0,3,2,1,6,7,3,1
578,638.0,2,2,1,1,0.0,3,3,1,3,3,1,3
341,333.0,2,3,1,9,0.0,4,2,2,6,7,4,3
341,335.0,2,3,3,8,0.0,6,3,3,6,7,4,3
341,333.0,2,3,1,16,0.0,4,3,1,6,7,4,3
344,101.0,2,3,1,1,0.0,2,1,1,2,1,1,3
341,338.0,2,3,1,17,0.0,3,3,1,6,7,4,2
353,462.0,1,3,3,6,0.0,3,2,1,5,2,1,2
344,101.0,2,3,1,1,0.0,3,1,1,3,1,1,4
351,259.0,2,3,3,6,0.0,4,4,1,3,4,1,4
344,101.0,2,3,1,6,0.0,3,2,2,3,2,2,2
344,113.0,2,3,1,1,0.0,4,1,1,4,1,1,4
578,638.0,2,2,3,8,0.0,4,2,2,3,2,1,4
359,749.0,2,3,1,45,0.0,2,3,1,2,3,1,3
106,109.0,2,1,4,2,2.0,6,7,3,3,3,2,3
578,637.0,2,2,3,16,0.0,6,7,3,3,3,1,1
361,639.0,2,3,1,2,2.0,3,1,1,2,1,1,2
106,109.0,2,1,1,2,2.0,3,3,1,2,3,1,4
578,637.0,2,2,1,6,0.0,2,3,1,5,3,1,2
121,269.0,2,1,3,22,0.0,3,3,1,6,7,4,2
341,333.0,2,3,1,24,0.0,3,2,1,6,7,4,2
109,422.0,2,1,1,11,0.0,2,3,1,3,2,2,3
361,639.0,2,3,1,1,0.0,3,5,1,1,3,1,3
578,638.0,2,2,1,17,0.0,6,7,3,3,2,1,5
578,638.0,2,2,1,19,0.0,2,3,1,1,3,1,3
344,101.0,2,3,3,8,0.0,2,3,1,2,3,2,2
344,101.0,2,3,1,2,2.0,2,3,1,2,3,1,2
351,258.0,2,3,3,12,0.0,6,7,3,6,7,4,2
578,637.0,2,2,1,18,0.0,2,3,1,1,1,1,1
578,638.0,2,2,1,3,0.0,6,3,2,3,3,1,2
578,638.0,2,2,1,1,0.0,6,7,1,2,1,1,2
105,396.0,2,1,1,9,0.0,4,3,1,6,7,4,1
344,101.0,2,3,1,2,2.0,3,3,2,3,1,2,3
341,338.0,2,3,1,6,0.0,2,5,1,3,4,1,4
578,637.0,2,2,3,1,0.0,2,3,2,1,3,2,3
344,101.0,2,3,3,8,0.0,3,3,1,3,4,2,4
341,333.0,2,3,1,23,0.0,3,3,2,6,7,4,4
341,338.0,2,3,1,1,0.0,3,1,1,6,7,1,1
235,567.0,2,3,1,2,2.0,2,3,2,6,7,3,3
578,638.0,2,2,3,2,2.0,2,3,1,3,3,1,2
578,638.0,2,2,1,2,2.0,6,7,2,4,5,1,1
351,259.0,2,3,1,1,0.0,3,3,1,3,3,1,2
578,637.0,2,2,1,1,0.0,3,3,1,4,3,1,1
341,305.0,2,3,1,45,0.0,3,7,3,2,1,2,3
578,638.0,2,2,1,2,2.0,2,5,2,2,3,1,2
344,101.0,2,3,1,6,0.0,3,5,1,3,5,1,4
235,511.0,2,3,3,8,0.0,3,3,2,6,7,3,3
341,338.0,2,3,1,2,2.0,1,3,1,3,3,1,3
578,638.0,2,2,1,19,0.0,3,3,1,1,3,1,2
351,259.0,2,3,1,2,2.0,3,3,1,3,3,1,2
578,638.0,2,2,1,8,0.0,6,7,1,4,3,1,2
578,637.0,2,2,1,8,0.0,3,3,2,3,3,2,2
347,905.0,2,3,3,8,0.0,3,2,2,6,7,2,2
121,269.0,2,1,1,1,0.0,3,3,2,3,3,1,4
344,114.0,2,3,1,2,2.0,3,3,1,3,3,1,4
578,637.0,2,2,3,6,0.0,4,3,2,2,1,2,5
578,638.0,2,2,1,1,0.0,2,3,2,4,3,1,1
351,259.0,2,3,1,11,0.0,3,3,1,3,3,1,1
351,259.0,2,3,1,2,2.0,3,3,1,4,3,1,2
348,916.0,2,3,3,8,0.0,6,3,1,3,7,2,3
578,637.0,2,2,1,1,0.0,1,5,1,4,1,1,1
578,638.0,2,2,1,6,0.0,3,4,2,3,7,2,4
352,205.0,2,3,1,1,0.0,2,3,1,6,7,3,2
578,637.0,2,2,3,1,0.0,3,3,1,3,3,1,2
107,223.0,1,1,3,1,0.0,3,3,1,3,3,1,3
235,567.0,2,3,2,2,2.0,3,3,2,6,7,3,1
126,198.0,2,1,1,2,2.0,3,7,2,3,3,1,1
344,101.0,2,3,3,8,0.0,4,1,1,3,1,1,4
341,333.0,2,3,1,25,0.0,2,4,2,6,7,4,4
359,749.0,2,3,3,6,0.0,3,3,1,3,7,1,4
344,101.0,2,3,1,1,0.0,3,1,1,3,1,1,5
352,205.0,2,3,1,1,0.0,3,5,2,6,7,3,1
578,638.0,2,2,1,1,0.0,6,7,3,2,3,2,3
361,639.0,2,3,1,2,2.0,3,3,1,3,3,1,2
106,109.0,2,1,1,6,0.0,3,3,2,5,3,1,2
361,639.0,2,3,1,6,0.0,3,1,2,3,3,1,1
105,386.0,2,1,1,23,0.0,6,3,1,2,3,2,3
578,638.0,2,2,1,1,0.0,3,3,1,3,3,1,1
126,198.0,2,1,1,1,0.0,4,5,1,4,1,1,2
578,637.0,2,2,1,6,0.0,3,3,1,3,2,2,2
341,333.0,2,3,1,9,0.0,3,1,2,6,7,4,1
361,639.0,2,3,1,6,0.0,3,2,2,3,2,2,4
344,101.0,2,3,1,6,0.0,5,2,1,4,2,1,2
578,638.0,2,2,1,2,2.0,3,7,1,3,3,1,2
105,389.0,2,1,1,1,0.0,1,7,1,4,1,1,2
361,639.0,2,3,1,1,0.0,2,3,1,2,3,1,1
578,638.0,2,2,1,1,0.0,4,3,2,3,3,1,5
107,231.0,2,1,3,8,0.0,3,1,1,6,7,4,2
344,101.0,2,3,3,2,2.0,6,3,1,4,3,2,1
361,639.0,2,3,1,1,0.0,3,1,1,3,1,2,1
344,101.0,2,3,3,8,0.0,3,3,1,2,3,1,2
109,443.0,2,1,4,1,0.0,6,7,3,3,7,2,3
341,333.0,2,3,1,25,0.0,3,2,2,6,7,4,3
361,639.0,2,3,1,2,2.0,3,3,1,3,3,1,5
341,321.0,2,3,3,8,0.0,2,3,1,4,2,1,5
109,433.0,2,1,3,9,0.0,4,1,2,6,7,4,1
578,638.0,2,2,1,6,0.0,5,3,1,4,3,1,1
361,639.0,2,3,1,1,0.0,4,1,1,3,1,1,1
361,639.0,2,3,1,8,0.0,4,2,1,3,4,1,2
359,749.0,2,3,1,8,0.0,3,1,1,3,1,1,4
351,259.0,2,3,1,2,2.0,2,1,1,3,1,1,2
106,109.0,2,1,3,8,0.0,2,3,2,3,3,1,4
361,639.0,2,3,1,6,0.0,6,7,1,4,3,1,4
578,638.0,2,2,1,1,0.0,2,1,2,2,1,1,1
341,321.0,2,3,2,8,0.0,6,7,3,3,3,2,1
578,637.0,2,2,1,1,0.0,3,1,1,2,3,1,3
126,198.0,2,1,3,1,0.0,2,3,1,4,3,1,4
109,403.0,2,1,1,17,0.0,6,7,3,6,7,4,3
341,338.0,2,3,1,3,0.0,3,2,1,3,2,1,2
578,637.0,2,2,3,7,0.0,3,4,1,3,4,1,4
106,109.0,2,1,1,2,2.0,3,7,1,3,1,1,2
341,338.0,2,3,1,58,0.0,6,7,3,2,3,1,2
106,109.0,2,1,3,14,0.0,3,5,2,3,5,2,3
361,639.0,2,3,1,1,0.0,3,3,1,3,1,1,2
344,101.0,2,3,1,1,0.0,3,1,1,4,1,2,1
578,638.0,2,2,1,1,0.0,4,1,1,4,1,1,1
344,113.0,2,3,1,8,0.0,3,3,1,2,3,2,1
104,159.0,1,1,1,1,0.0,3,1,1,1,1,1,2
341,333.0,2,3,1,16,0.0,4,3,1,6,7,4,3
109,424.0,2,1,1,6,0.0,6,7,3,3,2,2,4
578,637.0,2,2,1,4,0.0,6,3,1,2,5,1,5
344,101.0,2,3,1,1,0.0,3,1,1,3,5,1,1
578,638.0,2,2,1,1,0.0,3,3,2,3,1,1,1
344,101.0,2,3,1,6,0.0,3,3,1,2,3,1,1
361,639.0,2,3,1,1,0.0,2,7,1,2,7,1,3
341,333.0,2,3,1,9,0.0,2,1,2,6,7,4,4
578,638.0,2,2,1,8,0.0,6,3,2,2,3,2,4
341,338.0,2,3,1,1,0.0,6,7,3,3,1,2,1
350,544.0,2,3,3,2,2.0,2,7,3,6,7,3,3
344,101.0,2,3,1,2,2.0,3,3,1,3,3,2,3
344,101.0,2,3,1,6,0.0,3,3,2,3,3,1,2
109,417.0,2,1,3,8,0.0,2,3,1,4,3,1,1
351,259.0,2,3,1,6,0.0,3,3,1,3,1,1,4
344,101.0,2,3,3,1,0.0,6,1,1,3,1,1,3
121,269.0,2,1,1,26,0.0,3,4,1,4,4,2,4
361,639.0,2,3,1,1,0.0,1,1,1,1,1,1,4
578,637.0,2,2,1,1,0.0,3,1,1,3,1,1,4
126,198.0,2,1,1,2,2.0,4,3,1,3,3,1,2
578,638.0,2,2,3,8,0.0,3,3,2,3,3,2,2
121,267.0,2,1,3,6,0.0,6,7,3,6,2,1,5
578,637.0,2,2,1,6,0.0,2,3,1,4,3,2,2
105,397.0,2,1,3,8,0.0,3,3,1,3,4,2,2
351,254.0,2,3,3,8,0.0,6,7,3,6,7,3,2
109,421.0,2,1,3,28,0.0,6,7,3,4,4,2,4
578,638.0,2,2,1,1,0.0,6,2,2,3,2,1,3
106,109.0,2,1,1,26,0.0,6,7,3,3,3,2,3
341,333.0,2,3,1,25,0.0,6,5,1,6,7,4,3
361,639.0,2,3,1,1,0.0,2,3,2,4,3,1,2
344,101.0,2,3,1,1,0.0,2,3,2,2,3,1,2
578,638.0,2,2,1,6,0.0,2,3,1,2,3,1,2
351,254.0,2,3,3,8,0.0,1,3,1,4,2,2,1
359,749.0,2,3,3,8,0.0,4,7,1,4,3,1,3
344,101.0,2,3,1,1,0.0,3,3,1,3,5,2,2
578,638.0,2,2,1,1,0.0,4,2,1,1,2,1,4
109,416.0,2,1,1,26,0.0,6,3,1,3,3,1,3
344,101.0,2,3,3,2,2.0,1,3,2,2,5,1,1
578,637.0,2,2,1,1,0.0,4,3,1,4,3,2,4
341,338.0,2,3,1,1,0.0,3,3,1,3,3,1,1
110,451.0,1,1,3,8,0.0,6,7,3,3,3,2,2
344,114.0,2,3,3,1,0.0,3,1,1,3,1,1,1
578,638.0,2,2,1,1,0.0,3,2,1,4,2,2,3
344,101.0,2,3,1,8,0.0,2,3,1,2,1,1,1
126,198.0,2,1,1,2,2.0,4,1,1,4,5,1,4
109,433.0,2,1,1,9,0.0,3,4,1,6,7,4,3
121,269.0,2,1,1,17,0.0,6,4,1,6,7,4,2
578,638.0,2,2,1,6,0.0,2,1,1,2,1,1,4
344,101.0,2,3,1,1,0.0,3,3,1,2,3,1,2
351,254.0,2,3,1,28,0.0,6,7,3,3,1,2,1
344,101.0,2,3,1,1,0.0,3,1,1,3,1,1,1
578,638.0,2,2,3,28,0.0,3,2,1,4,3,2,4
344,101.0,2,3,1,2,2.0,4,5,1,4,5,2,1
109,417.0,2,1,3,8,0.0,2,3,1,1,1,1,3
578,638.0,2,2,1,1,0.0,3,2,1,3,1,2,2
344,101.0,2,3,1,2,2.0,2,3,1,2,3,1,3
109,433.0,2,1,1,9,0.0,3,7,1,6,7,4,4
104,157.0,2,1,1,1,0.0,1,1,1,1,1,1,1
359,750.0,2,3,1,16,0.0,3,3,2,6,7,4,3
106,109.0,2,1,1,13,0.0,3,3,1,3,3,2,3
126,198.0,2,1,1,2,2.0,3,3,1,5,3,2,2
106,106.0,2,1,1,7,0.0,2,3,1,6,7,3,4
578,637.0,2,2,1,1,0.0,4,3,1,4,3,1,3
361,639.0,2,3,1,6,0.0,3,3,2,2,1,1,1
341,338.0,2,3,1,2,2.0,3,2,1,4,2,1,1
578,638.0,2,2,1,6,0.0,2,3,1,3,3,2,2
361,639.0,2,3,1,1,0.0,4,2,1,4,2,2,2
578,638.0,2,2,1,38,0.0,6,1,2,4,1,1,4
341,338.0,2,3,1,17,0.0,6,3,1,5,3,2,3
233,681.0,1,3,1,59,0.0,6,7,2,6,7,1,3
344,101.0,2,3,3,8,0.0,6,3,1,4,3,2,4
353,462.0,2,3,3,8,0.0,3,2,1,5,2,2,4
109,417.0,2,1,1,26,0.0,6,7,3,2,2,1,3
344,113.0,2,3,1,1,0.0,2,3,1,4,3,1,1
359,749.0,2,3,1,1,0.0,4,2,1,4,2,1,3
103,125.0,2,1,1,1,0.0,3,3,1,3,5,1,1
351,259.0,2,3,3,8,0.0,6,7,3,3,3,1,2
341,321.0,2,3,3,8,0.0,6,7,3,4,1,2,3
109,421.0,2,1,3,8,0.0,6,7,3,4,1,2,4
353,462.0,2,3,3,20,0.0,6,1,1,3,1,2,4
106,109.0,2,1,3,8,0.0,4,2,1,3,2,2,2
578,638.0,2,2,1,1,0.0,6,1,1,4,4,1,3
109,421.0,2,1,3,6,0.0,6,7,3,3,2,2,2
578,638.0,2,2,3,19,0.0,1,1,2,1,1,1,1
578,637.0,2,2,3,2,2.0,3,3,1,2,3,1,2
107,214.0,2,1,1,14,0.0,6,7,3,6,7,4,1
232,490.0,2,3,1,26,0.0,4,3,1,3,3,1,2
235,567.0,2,3,3,8,0.0,2,5,1,6,7,3,2
341,333.0,2,3,1,9,0.0,2,5,1,6,7,4,2
344,101.0,2,3,1,1,0.0,3,3,2,2,3,1,4
578,638.0,2,2,3,1,0.0,3,4,1,4,4,2,4
344,101.0,2,3,1,2,2.0,2,3,1,3,3,1,2
235,567.0,2,3,4,2,2.0,2,3,1,6,7,3,1
107,211.0,2,1,1,26,0.0,6,7,1,6,7,4,2
361,639.0,2,3,1,1,0.0,3,7,1,3,2,1,1
235,511.0,2,3,3,1,0.0,3,1,1,6,7,3,1
359,749.0,2,3,1,1,0.0,4,3,1,3,3,1,3
578,638.0,2,2,1,1,0.0,2,3,1,4,1,1,3
341,321.0,2,3,3,8,0.0,6,7,3,2,2,1,4
341,333.0,2,3,1,9,0.0,3,2,2,6,7,4,4
341,321.0,2,3,3,8,0.0,6,7,3,2,4,2,4
107,224.0,2,1,1,1,0.0,2,3,1,3,3,1,2
121,269.0,2,1,3,8,0.0,2,1,1,1,1,1,4
344,101.0,2,3,3,8,0.0,2,3,2,2,3,1,3
126,198.0,2,1,1,2,2.0,3,3,1,1,3,2,2
361,639.0,2,3,1,1,0.0,2,1,2,2,4,1,3
351,258.0,2,3,3,40,0.0,6,7,3,6,7,4,2
359,749.0,2,3,3,8,0.0,3,1,2,4,2,2,4
578,637.0,2,2,1,1,0.0,4,3,1,4,3,1,3
106,105.0,2,1,1,1,0.0,3,3,1,3,3,1,2
351,259.0,2,3,1,1,0.0,3,2,1,3,2,1,4
344,101.0,2,3,1,1,0.0,3,3,1,2,5,1,1
578,638.0,2,2,1,1,0.0,4,2,1,4,2,1,3
344,101.0,2,3,1,6,0.0,3,3,1,3,3,1,5
578,638.0,2,2,3,8,0.0,3,1,1,3,1,1,1
361,639.0,2,3,1,1,0.0,3,1,1,3,1,1,1
106,109.0,1,1,3,8,0.0,6,7,3,6,7,3,3
109,418.0,1,1,1,12,0.0,6,7,3,3,3,2,1
121,269.0,2,1,1,1,0.0,6,7,3,6,7,1,3
109,421.0,2,1,3,8,0.0,6,7,3,5,4,1,2
578,637.0,2,2,1,2,2.0,2,1,2,4,1,2,3
578,638.0,2,2,3,6,0.0,3,3,2,3,3,1,2
359,749.0,2,3,1,6,0.0,2,1,2,3,7,2,5
578,637.0,2,2,1,14,0.0,6,3,1,3,2,2,2
344,101.0,2,3,1,1,0.0,3,2,1,4,2,2,2
578,637.0,2,2,1,2,2.0,4,3,1,3,3,1,2
341,339.0,2,3,1,1,0.0,3,3,1,3,3,1,1
361,639.0,2,3,1,1,0.0,6,3,3,3,3,2,2
578,637.0,2,2,1,6,0.0,3,1,1,3,1,1,1
344,101.0,2,3,3,8,0.0,4,3,1,2,3,1,3
365,878.0,2,3,3,1,0.0,6,7,3,4,2,1,3
341,333.0,2,3,1,9,0.0,6,1,1,6,7,4,3
344,113.0,2,3,3,8,0.0,3,2,1,3,2,2,5
106,109.0,2,1,1,1,0.0,4,3,1,4,3,2,3
344,101.0,2,3,1,26,0.0,3,3,1,6,7,2,5
106,105.0,2,1,1,2,2.0,3,1,1,3,1,1,3
578,637.0,2,2,1,1,0.0,4,1,2,3,1,2,4
341,333.0,2,3,1,25,0.0,3,5,3,6,7,4,3
578,637.0,2,2,1,19,0.0,1,3,1,4,2,1,1
341,333.0,2,3,1,25,0.0,3,3,1,6,7,4,4
